dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.6099
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.8548
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.8200
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.8525
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.8553
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.8432
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.6749
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.6966
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.6749
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.5418
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.6656
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.9516
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.9554
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.9496
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.9360
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.9569
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.8432
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.8358
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.8224
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.8460
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.8363
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.7740
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.7276
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.7307
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.7368
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.7523
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.9462
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.9530
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.9506
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.9496
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.9496
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.8358
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.8455
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.8455
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.8432
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.8326
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.6316
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.6997
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.6811
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.6625
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.6842
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.9564
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.9477
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.9608
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.9569
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.9569
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.8275
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.8418
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.8418
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.8404
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.7848
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.7399
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.5975
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.7461
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.6656
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.7152
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.9448
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.9535
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.9409
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.9491
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.9448
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.8474
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.8293
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.8418
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.8363
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.8474
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.6935
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.5387
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.6130
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.5851
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.7276
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.9491
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.9564
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.9443
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.9603
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.9467
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.8372
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.8391
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.8330
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.8353
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.8395
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.7430
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.5789
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.6223
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.6904
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.8019
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.9448
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.9496
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.9414
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.9496
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.9390
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.8455
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.8585
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.8288
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.8414
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.8418
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.7152
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.6718
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.6811
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.6502
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.6966
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.9583
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.9632
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.9569
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.9603
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.9632
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.8261
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.8488
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.8242
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.8400
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.8442
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.5820
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.7616
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.7523
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.6718
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.7926
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.9530
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.9491
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.9467
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.9540
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.9375
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.8428
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.8455
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.8377
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.8349
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.8377
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.5480
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.6378
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.6656
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.5882
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.6347
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.9578
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.9603
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.9612
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.9593
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.9583
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.8279
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.8173
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.8353
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.8149
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.8391
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.7152
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.7678
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.7183
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.6006
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.7368
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.9409
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.9525
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.9457
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.9477
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.9443
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.8372
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.8516
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.8418
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.8321
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.8479
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.6718
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.6378
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.7059
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.6471
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.5789
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.9535
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.9598
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.9351
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.9583
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.9598
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.8335
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.8330
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.8367
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.8126
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.8307
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.7492
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.4737
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.7399
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.7307
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.6378
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.9511
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.9486
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.9448
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.9419
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.9491
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.8219
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.8247
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.8446
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.8117
